chr	center	observed_log	atac_pred_log	true_residual	class	GMseq_to_K562_residual	GMmm_to_K562_residual	GMresSeq_to_K562_residual	GMresMM_to_K562_residual
chr12	70366240	1.3862944	4.8112884	-3.424994	accessible_not_acetylated	-3.8124254	-2.952778	-1.9102407	-2.342297
chr12	125186310	0.0	3.4095306	-3.4095306	accessible_not_acetylated	-2.637445	-2.3843622	-1.5064807	-1.4392418
chr7	76514994	0.0	3.403614	-3.403614	accessible_not_acetylated	-1.4812768	-1.105694	-0.6768527	0.019576311
chr10	75409105	1.609438	5.0046124	-3.3951745	accessible_not_acetylated	-0.5384617	-1.9678073	-0.6592555	-0.6024618
chr6	127516296	0.0	3.3890703	-3.3890703	accessible_not_acetylated	-0.95185494	-2.2912862	-1.5624174	-1.4235845
chr17	50560058	1.3862944	4.7706275	-3.3843331	accessible_not_acetylated	-0.7222476	-1.6179073	-0.54556704	-0.7900739
chr20	10674001	1.3862944	4.770044	-3.3837495	accessible_not_acetylated	-1.7586656	-2.6610441	-1.346076	-2.1892776
chr17	46260077	0.0	3.3605862	-3.3605862	accessible_not_acetylated	-1.7556431	-1.9592344	-0.8693378	-0.8734641
chr6	31272155	1.0986123	4.4383845	-3.3397722	accessible_not_acetylated	-0.06586647	-0.9863112	0.17032528	-0.11785078
chr18	12227575	0.0	3.335733	-3.335733	accessible_not_acetylated	-0.7654364	-0.8785808	-0.5540309	-0.34831047
chr10	133351835	0.6931472	4.0094833	-3.3163362	accessible_not_acetylated	-2.80308	-2.2798696	-1.0879688	-0.6481135
chr18	61894444	0.0	3.3070784	-3.3070784	accessible_not_acetylated	-0.82534885	-2.7501786	-1.5139108	-1.8606973
chr17	44308567	0.6931472	3.9686956	-3.2755485	accessible_not_acetylated	-2.111473	-2.5644977	-1.0771108	-1.2504048
chr17	18563558	0.0	3.250506	-3.250506	accessible_not_acetylated	-1.4390595	-1.9513863	-0.27526116	-0.12794685
chr8	47188919	0.0	3.2361598	-3.2361598	accessible_not_acetylated	-2.6228635	-2.2993362	-0.9477339	-2.1060824
chr22	18527801	0.6931472	3.9188142	-3.225667	accessible_not_acetylated	-1.7503958	-0.70736647	-0.88001823	-0.58090997
chr6	166628074	1.609438	4.834394	-3.224956	accessible_not_acetylated	-0.94084334	-1.5528913	-0.7473016	-1.0509751
chr6	11538226	1.3862944	4.6034937	-3.2171993	accessible_not_acetylated	-3.0629992	-1.3415914	-1.0597918	-1.5726385
chr21	45973940	1.3862944	4.585965	-3.1996708	accessible_not_acetylated	-0.95999956	-1.7992911	-0.6215763	-0.7456336
chr10	46598002	0.0	3.1446445	-3.1446445	accessible_not_acetylated	-1.4406116	-1.8332593	-0.7708299	-0.91444635
chr21	8993207	2.7725887	5.9053717	-3.132783	accessible_not_acetylated	-3.758627	-0.2169652	-0.07777834	-0.18295717
chr22	20270385	1.609438	4.7275276	-3.1180897	accessible_not_acetylated	-2.95268	-0.6974983	-0.6299205	-0.4327011
chr22	18529207	1.9459102	5.0550833	-3.109173	accessible_not_acetylated	-2.4661946	-0.930181	-1.896389	-0.44157124
chr7	74964486	1.9459102	5.046006	-3.100096	accessible_not_acetylated	-2.1188498	-1.3556504	-0.46602917	-0.18992758
chr6	3752026	0.0	3.0841665	-3.0841665	accessible_not_acetylated	0.571373	-1.7507124	-0.904058	-1.2986405
chr12	64780641	0.0	3.0827508	-3.0827508	accessible_not_acetylated	-0.8414376	-1.6891776	-0.8221388	-1.3734758
chr7	144355395	0.0	3.0682633	-3.0682633	accessible_not_acetylated	0.2135334	-1.2506905	0.14261842	-0.49843764
chr7	102671756	1.7917595	4.8540115	-3.062252	accessible_not_acetylated	-0.74736834	0.021990776	0.5723872	0.44630527
chr7	5898689	2.3978953	5.4508257	-3.0529304	accessible_not_acetylated	-0.841733	-0.5993824	0.4119811	0.17871857
chr12	66968	1.3862944	4.4365396	-3.0502453	accessible_not_acetylated	-3.1961102	-1.8732555	-0.94308877	-1.4230237
chr7	158587786	0.6931472	3.7396684	-3.0465212	accessible_not_acetylated	-1.6941881	-2.5518703	-1.5952125	-1.2388189
chr22	33921174	0.0	3.0225163	-3.0225163	accessible_not_acetylated	0.2879808	-2.1429594	-1.0795417	-1.288691
chr22	17121058	0.0	3.0204911	-3.0204911	accessible_not_acetylated	-1.4722452	-2.3877742	-1.7614005	-1.3929366
chr10	12349371	1.0986123	4.1174507	-3.0188384	accessible_not_acetylated	-0.69352317	-2.6893291	-0.7631242	-1.6202879
chr10	87301626	0.6931472	3.7064898	-3.0133426	accessible_not_acetylated	-1.4743176	-0.61072016	-0.19987464	-0.14068484
chr12	62435858	1.609438	4.6227508	-3.0133128	accessible_not_acetylated	-1.545305	-1.5214965	-0.37976313	-0.29065704
chr7	75991145	1.609438	4.6170664	-3.0076284	accessible_not_acetylated	-3.296975	-1.0367248	-0.706604	-0.43254757
chr8	544953	0.0	2.999022	-2.999022	accessible_not_acetylated	-0.40665102	-1.6107568	-1.7331429	-0.75224495
chr17	7717512	1.609438	4.602145	-2.9927073	accessible_not_acetylated	-2.930365	-3.0572467	-0.9817705	-1.1224825
chr7	73191059	1.609438	4.597944	-2.9885058	accessible_not_acetylated	-0.88917756	-0.15817451	0.41935968	0.49548674
chr7	73157646	1.9459102	4.9331293	-2.987219	accessible_not_acetylated	-3.1495538	-1.0269151	-0.5313177	-0.36616945
chr7	74773961	0.0	2.9850564	-2.9850564	accessible_not_acetylated	0.25298572	-0.4199102	0.49580145	0.44090605
chr18	24014536	1.0986123	4.083607	-2.984995	accessible_not_acetylated	-0.44717407	-3.06784	-0.62048006	-1.7157621
chr8	11466999	1.3862944	4.366193	-2.9798985	accessible_not_acetylated	-0.9393647	-2.648484	-1.026319	-1.547843
chr21	43044710	0.0	2.9792404	-2.9792404	accessible_not_acetylated	-0.88504004	-1.667978	-0.34922934	-0.48416233
chr7	143837431	1.3862944	4.348218	-2.9619236	accessible_not_acetylated	-2.3517363	0.66442966	-1.2729638	0.4086604
chr7	122887437	0.6931472	3.6550298	-2.9618826	accessible_not_acetylated	-1.2982266	-1.5005798	-0.44384098	-1.0549364
chr8	94948813	1.609438	4.568569	-2.9591312	accessible_not_acetylated	-0.94770217	-1.7830584	-0.5547657	-0.4219408
chr7	123612225	0.0	2.9576364	-2.9576364	accessible_not_acetylated	-0.38734603	-0.45479727	0.109015465	0.12608695
chr17	79991794	0.0	2.9563532	-2.9563532	accessible_not_acetylated	-1.7728012	-1.7654995	-1.2879802	-1.3438184
chr8	141445086	0.0	2.9473314	-2.9473314	accessible_not_acetylated	-1.9592075	-0.68200684	-0.50230885	0.40927243
chr17	46361810	1.3862944	4.3317924	-2.945498	accessible_not_acetylated	-0.40838838	-0.49043155	-0.32976818	-0.24979162
chr7	102642791	0.0	2.9429865	-2.9429865	accessible_not_acetylated	-0.97110105	-0.6030519	-0.51933765	-0.10396123
chr17	68049219	0.6931472	3.6355157	-2.9423685	accessible_not_acetylated	-1.6090724	-0.0912478	0.2547202	0.4317484
chr20	21506325	0.6931472	3.6261814	-2.9330342	accessible_not_acetylated	-1.2075217	-2.5198393	-1.1717982	-1.6977105
chr18	67516136	1.3862944	4.31356	-2.9272656	accessible_not_acetylated	-0.85945964	-1.9940417	-1.1536341	-1.189244
chr17	19063720	0.6931472	3.6192722	-2.926125	accessible_not_acetylated	1.1971502	-1.2402112	0.11672497	0.037105322
chr17	81741432	1.609438	4.531657	-2.9222193	accessible_not_acetylated	-2.7436929	-2.4009464	-0.88022566	-1.3551362
chr10	75402078	1.3862944	4.3064475	-2.9201531	accessible_not_acetylated	-1.4763606	-2.5483758	-1.0640011	-1.8798785
chr12	49539066	0.6931472	3.606804	-2.9136567	accessible_not_acetylated	-2.0213106	-1.6636063	-1.309526	-1.1891046
chr7	29680159	1.609438	4.5202684	-2.9108305	accessible_not_acetylated	-3.1781597	-0.8431318	-0.10997915	-0.6595404
chr22	21363107	1.0986123	4.0047483	-2.906136	accessible_not_acetylated	-2.5572517	-1.4043174	-0.6392317	-0.5384438
chr8	119863184	0.0	2.9058228	-2.9058228	accessible_not_acetylated	-1.6050665	-1.3504304	-0.07590103	-0.61372924
chr18	32470696	1.609438	4.513289	-2.903851	accessible_not_acetylated	-2.6685967	-2.049026	-1.6779261	-1.3902557
chr6	43617898	1.7917595	4.688946	-2.8971863	accessible_not_acetylated	-1.9203315	0.009247303	0.3279338	0.011875153
chr8	67952251	0.0	2.8955564	-2.8955564	accessible_not_acetylated	-1.4222584	-2.2748547	-1.1238868	-1.8864951
chr17	8885354	0.6931472	3.582868	-2.889721	accessible_not_acetylated	-0.11655092	-2.0774665	-2.8969278	-1.7445842
chr8	144397053	1.609438	4.4964504	-2.8870125	accessible_not_acetylated	-2.0549312	-2.4623644	-1.3670547	-1.3290687
chr17	45405477	1.3862944	4.26618	-2.8798857	accessible_not_acetylated	-1.3922327	-2.3351476	-1.3795528	-1.3081484
chr8	142475726	1.0986123	3.9745333	-2.875921	accessible_not_acetylated	-1.4286573	-2.0204692	-1.3715594	-1.3284705
chr18	48410411	1.0986123	3.9740405	-2.8754282	accessible_not_acetylated	0.10494995	-2.5938296	-1.3764775	-1.6498227
chr12	106247750	0.0	2.873786	-2.873786	accessible_not_acetylated	-1.7890283	-1.9567492	-1.0054963	-1.6543925
chr7	5451008	0.6931472	3.5667858	-2.8736386	accessible_not_acetylated	-2.054335	-0.9891813	-0.2769704	-0.5539534
chr12	48183491	1.0986123	3.9676175	-2.8690052	accessible_not_acetylated	-0.9508014	-1.850805	-0.89793754	-0.90960646
chr6	47309174	1.9459102	4.811955	-2.8660448	accessible_not_acetylated	-2.2607331	-1.9365361	-1.3098447	-1.1225758
chr20	62220145	0.0	2.8578959	-2.8578959	accessible_not_acetylated	-1.6938486	-2.2225466	-1.0832648	-1.6832694
chr10	96514212	1.609438	4.46395	-2.8545122	accessible_not_acetylated	-1.7288263	-2.4271338	-0.6447468	-0.9954345
chr17	35764247	1.9459102	4.7996798	-2.8537695	accessible_not_acetylated	-2.8716462	-2.472109	-1.2022266	-1.0621047
chr18	36297101	1.0986123	3.9523363	-2.853724	accessible_not_acetylated	-0.8390007	-1.5435646	-1.3700962	-0.66476107
chr20	2692891	0.0	2.85316	-2.85316	accessible_not_acetylated	-1.3328631	-2.4972632	-0.47112203	-1.3515117
chr22	18573814	2.0794415	4.9322433	-2.8528018	accessible_not_acetylated	-1.7175932	0.31908798	-0.17988062	0.12500668
chr6	150072371	0.0	2.8457677	-2.8457677	accessible_not_acetylated	-0.13646173	-0.04284215	-0.09717202	0.11692214
chr10	117241870	0.0	2.8380063	-2.8380063	accessible_not_acetylated	-0.5738821	-1.8998299	-1.1483785	-1.4468536
chr7	1666012	0.6931472	3.5300846	-2.8369374	accessible_not_acetylated	-1.0914562	-2.8281388	-1.5972568	-1.9921944
chr17	19108711	0.0	2.8245964	-2.8245964	accessible_not_acetylated	-0.56154275	-0.019527197	0.41077995	0.630877
chr10	119029708	2.0794415	4.90354	-2.8240986	accessible_not_acetylated	-2.841416	-1.6133268	-0.71213484	-0.98387885
chr18	47025128	0.6931472	3.50633	-2.8131828	accessible_not_acetylated	-0.9334779	-1.538255	-0.62188673	-0.93968797
chr21	8991504	1.9459102	4.7423964	-2.7964861	accessible_not_acetylated	-2.5156393	1.4933896	-0.05629921	0.19344234
chr7	24757772	0.6931472	3.4885828	-2.7954357	accessible_not_acetylated	-0.48356342	-1.7047088	-0.82266164	-1.7600285
chr7	5302803	0.6931472	3.485813	-2.7926657	accessible_not_acetylated	-1.6478169	-1.6965623	-0.62852764	-0.7568617
chr8	80578510	0.0	2.7919204	-2.7919204	accessible_not_acetylated	-0.60948086	-1.8599503	-1.5851545	-1.8130554
chr20	37903052	0.6931472	3.4841769	-2.7910297	accessible_not_acetylated	-1.3872135	-2.8909452	-1.6826272	-1.9546256
chr17	36935081	0.0	2.790831	-2.790831	accessible_not_acetylated	0.5226984	-1.9717426	-0.6086333	-1.56725
chr20	63179238	0.0	2.7884161	-2.7884161	accessible_not_acetylated	-0.490201	-2.206355	-0.89319015	-1.5034772
chr21	44241004	0.0	2.7878351	-2.7878351	accessible_not_acetylated	-0.64839935	-2.1599715	-2.151414	-2.0418417
chr7	76438061	0.0	2.7771604	-2.7771604	accessible_not_acetylated	-0.24199772	-0.52177906	0.06832886	0.47774863
chr17	8121749	2.4849067	5.2543454	-2.7694387	accessible_not_acetylated	-3.913167	-3.0191076	-1.4479425	-2.0016747
chr8	143953435	3.218876	5.98768	-2.768804	accessible_not_acetylated	-3.672312	-2.5575023	-1.8319249	-1.2456012
chr12	26833252	2.3978953	5.166692	-2.7687964	accessible_not_acetylated	-2.329433	-1.673373	-1.0716715	-0.9652481
chr22	50600486	0.0	2.765481	-2.765481	accessible_not_acetylated	-1.2584088	-1.7230892	-1.1740005	-1.0706229
chr17	46979264	0.0	2.7524571	-2.7524571	accessible_not_acetylated	-1.386646	-1.622245	-1.2763761	-1.7720388
chr17	46851389	0.6931472	3.4434938	-2.7503467	accessible_not_acetylated	-1.6558061	-2.342246	-1.7946744	-1.6427116
chr10	132389223	0.0	2.7498853	-2.7498853	accessible_not_acetylated	-0.78209424	-1.3695143	-0.22948503	-0.3124876
chr12	44876274	1.3862944	4.1353817	-2.7490873	accessible_not_acetylated	-1.4608395	-2.436264	-1.0377669	-1.8400278
chr6	167834285	2.9957323	5.7379074	-2.742175	accessible_not_acetylated	-3.4453998	-0.81169415	0.27690744	-0.29947424
chr12	122865839	1.0986123	3.840115	-2.7415028	accessible_not_acetylated	-0.79616904	-1.5335879	-0.3281777	-0.6163442
chr6	170423290	0.0	2.740871	-2.740871	accessible_not_acetylated	1.5363708	-0.6601646	-0.14129066	0.06440735
chr7	102289962	0.0	2.7346334	-2.7346334	accessible_not_acetylated	0.3232684	-0.4038267	-0.37211037	-0.41448593
chr17	81961285	1.3862944	4.119669	-2.7333746	accessible_not_acetylated	-1.2787802	-1.0368092	-1.4181957	-1.4694316
chr12	49975382	0.0	2.7282002	-2.7282002	accessible_not_acetylated	0.47551847	-0.7986398	0.10215497	-0.18753934
chr20	63135012	0.6931472	3.4210308	-2.7278836	accessible_not_acetylated	-2.785668	-2.9490225	-3.3607733	-2.7330945
chr22	21468455	3.0445225	5.7680883	-2.7235658	accessible_not_acetylated	-3.479438	-1.7075143	-1.9411612	-0.49120808
chr12	49342652	2.3978953	5.1209927	-2.7230973	accessible_not_acetylated	-3.7890372	-2.0003228	-1.4092824	-0.5657902
chr7	1670146	0.0	2.7203977	-2.7203977	accessible_not_acetylated	-0.04167533	-2.1568246	-1.2944169	-1.4850003
chr6	41734306	1.9459102	4.663711	-2.7178009	accessible_not_acetylated	-1.757652	-1.3322878	-1.1639552	-1.4199338
chr12	42483824	1.9459102	4.6622543	-2.716344	accessible_not_acetylated	-1.8433251	-1.4747856	-1.3006034	-1.4841795
chr22	19037128	1.7917595	4.508058	-2.7162986	accessible_not_acetylated	-2.9873838	0.6132817	0.03780079	0.482399
chr10	75408359	1.0986123	3.8136075	-2.7149951	accessible_not_acetylated	0.35072923	-1.7012799	-0.59070444	-1.2929099
chr18	46964526	0.0	2.7114453	-2.7114453	accessible_not_acetylated	0.47399902	-1.8528378	-1.0694118	-1.0327582
chr17	74972780	1.0986123	3.809114	-2.7105017	accessible_not_acetylated	-0.56390834	-2.055635	-0.95401955	-1.1070647
chr7	116525535	2.5649493	5.2665343	-2.701585	accessible_not_acetylated	-3.5586724	-1.1774397	-1.1813622	-1.0597548
chr7	158588323	1.0986123	3.7946956	-2.6960833	accessible_not_acetylated	-1.6198051	-1.8452873	-1.2396209	-1.4919093
chr6	56844284	0.6931472	3.3886182	-2.695471	accessible_not_acetylated	-0.68783164	-1.3746235	-1.0899913	-1.4285635
chr7	5296901	1.609438	4.3037395	-2.6943016	accessible_not_acetylated	-2.442529	-1.9762094	-1.5738626	-1.5943878
chr7	67364322	0.6931472	3.3854625	-2.6923153	accessible_not_acetylated	-1.8528011	-2.0973644	-0.9755168	-1.1632955
chr22	41926806	1.3862944	4.076529	-2.6902347	accessible_not_acetylated	-2.081789	-1.8788865	-1.4191389	-1.307992
chr6	31982056	0.0	2.6900415	-2.6900415	accessible_not_acetylated	0.029656887	0.31584764	0.14981174	0.17757416
chr12	9752031	2.4849067	5.173515	-2.6886082	accessible_not_acetylated	-4.1000996	-1.7220674	-0.2193327	-0.5957985
chr7	120857022	2.7080503	5.3961954	-2.6881452	accessible_not_acetylated	-2.9697034	-1.6095161	-0.91168356	-0.9085736
chr21	44107367	0.6931472	3.3728752	-2.679728	accessible_not_acetylated	1.722784	-0.1146543	0.0073661804	-0.37360764
chr10	28302834	2.3025851	4.9801435	-2.6775584	accessible_not_acetylated	-2.5626762	-2.1689103	-1.4888611	-1.1882792
chr17	8119744	2.944439	5.617836	-2.673397	accessible_not_acetylated	-2.7158864	-1.1369538	0.18534231	-0.1974144
chr7	3301262	0.0	2.6726422	-2.6726422	accessible_not_acetylated	-0.9053099	-2.3758202	-1.211424	-0.53827834
chr8	28494321	1.7917595	4.46251	-2.6707506	accessible_not_acetylated	-1.5091577	-2.4249043	-1.2302189	-1.11621
chr10	103452405	0.0	2.6662183	-2.6662183	accessible_not_acetylated	-0.4768777	-1.729908	-0.95845103	-1.0626339
chr7	149813291	0.6931472	3.3574104	-2.6642632	accessible_not_acetylated	-1.2725215	-0.05610943	-0.31228924	-0.28970218
chr6	88166035	0.0	2.661786	-2.661786	accessible_not_acetylated	0.3944192	-2.1380424	-1.0389299	-1.4807074
chr7	102672923	0.6931472	3.3547843	-2.661637	accessible_not_acetylated	-1.174372	-0.61025596	-0.5163243	-0.055810213
chr17	35764764	1.7917595	4.4526744	-2.660915	accessible_not_acetylated	-2.8469546	-2.0414639	-1.0120273	-1.1508231
chr20	53594097	3.218876	5.878866	-2.6599903	accessible_not_acetylated	-3.6799831	-2.0381434	-1.2879276	-1.075757
chr22	19036052	2.5649493	5.2225714	-2.657622	accessible_not_acetylated	-2.6947014	-0.9847622	-0.40671873	0.04402733
chr7	87220203	2.8332133	5.4857626	-2.6525493	accessible_not_acetylated	-1.3577256	-1.334444	0.09125471	-0.47510433
chr6	99603513	1.7917595	4.4414124	-2.649653	accessible_not_acetylated	-0.83391356	-2.303294	-0.7290027	-0.6715071
chr6	125749572	2.7725887	5.4164934	-2.6439047	accessible_not_acetylated	-1.2246933	-1.3623424	-0.44905615	-0.7620301
chr17	83098015	0.0	2.6422098	-2.6422098	accessible_not_acetylated	-1.2625995	-1.5500317	-0.49826646	-0.6513828
chr22	19953141	2.1972246	4.8375673	-2.6403427	accessible_not_acetylated	-3.5938423	-0.6253624	-0.16171551	-0.22729254
chr17	38604757	1.609438	4.249752	-2.640314	accessible_not_acetylated	-2.653699	-2.4980698	-1.2537177	-1.227591
chr12	123409310	1.0986123	3.7380877	-2.6394753	accessible_not_acetylated	0.16108394	-0.45317292	0.41354084	0.4043684
chr7	87475743	0.0	2.6384392	-2.6384392	accessible_not_acetylated	0.42445874	-1.8443322	-0.8032868	-1.2238469
chr22	41926201	1.7917595	4.4301214	-2.638362	accessible_not_acetylated	-2.6625693	-2.4897437	-1.4820747	-1.535393
chr12	3300070	0.0	2.6370454	-2.6370454	accessible_not_acetylated	0.0064389706	-1.5972985	0.0076305866	-0.6143503
chr10	87436344	1.0986123	3.7291026	-2.6304903	accessible_not_acetylated	-1.1878493	-0.8702891	-0.13449192	-0.51491904
chr12	113093086	1.0986123	3.724687	-2.6260748	accessible_not_acetylated	-1.0462832	-1.7464318	-0.69722486	-0.40816784
chr18	37485377	0.6931472	3.3155732	-2.622426	accessible_not_acetylated	-0.8445263	-1.4482329	-1.0795131	-0.43186283
chr6	166627491	1.9459102	4.56651	-2.6206	accessible_not_acetylated	-1.4475691	-1.7604804	-1.2423568	-1.075753
chr7	1369090	1.609438	4.2294726	-2.6200347	accessible_not_acetylated	-2.4576702	-2.1561887	-1.7428477	-1.8197062
chr6	132819707	2.8332133	5.452028	-2.6188145	accessible_not_acetylated	-3.1404483	0.1325407	0.2411251	0.1695075
chr12	123151133	2.5649493	5.1828036	-2.6178544	accessible_not_acetylated	-2.6877465	-0.8986187	-0.49622488	-0.8182101
chr8	106270388	2.8332133	5.4509134	-2.6177	accessible_not_acetylated	-2.85886	-2.176257	-1.1164837	-1.0966606
chr10	113679718	2.0794415	4.6916738	-2.6122322	accessible_not_acetylated	-0.014957905	-2.1678333	-0.596416	-1.8779645
chr7	28179871	0.0	2.60998	-2.60998	accessible_not_acetylated	-0.43297625	-1.1787674	-0.80178535	-0.5967958
chr20	59515199	0.0	2.6071167	-2.6071167	accessible_not_acetylated	-1.0520232	-1.5206317	-0.8459759	-0.6554291
chr6	31529102	2.4849067	5.089104	-2.6041975	accessible_not_acetylated	-2.4558842	-0.2608633	-0.12423229	0.37355518
chr22	15775829	0.0	2.604064	-2.604064	accessible_not_acetylated	-0.40962267	-1.6101205	-1.2689581	-0.11389184
chr6	42453255	2.0794415	4.6827536	-2.603312	accessible_not_acetylated	-1.3207786	-2.687869	-1.1751328	-1.6691747
chr8	93917760	1.3862944	3.9857275	-2.5994332	accessible_not_acetylated	-1.4542186	-1.956001	-1.4225001	-1.6366041
chr22	32207053	0.0	2.5967593	-2.5967593	accessible_not_acetylated	-0.53653216	-1.2902491	-0.984424	-0.68633914
chr17	50596800	0.0	2.595791	-2.595791	accessible_not_acetylated	-0.56087995	-1.7296225	-0.45941973	-0.9415233
chr7	520271	1.7917595	4.3820233	-2.5902638	accessible_not_acetylated	-1.8246796	-2.6443405	-1.5998819	-1.7118092
chr17	78353227	1.7917595	4.374475	-2.5827155	accessible_not_acetylated	-1.9786825	-1.6148658	-0.7601402	-0.83700943
chr20	50794904	2.0794415	4.6619906	-2.582549	accessible_not_acetylated	-2.2654126	-2.8724065	-0.83753395	-1.4313264
chr8	12951510	0.0	2.5820663	-2.5820663	accessible_not_acetylated	0.7180257	-1.5856587	-1.0319724	-1.1417667
chr17	44759172	0.6931472	3.272389	-2.5792418	accessible_not_acetylated	-1.8899198	-2.446212	-1.5505913	-1.6670727
